site,date,personnel,ploidy,line,bag,height
Williston Creek,9/13/2022,,2N,NC,119,89
Williston Creek,9/13/2022,,2N,NC,119,79
Williston Creek,9/13/2022,,2N,NC,119,79
Williston Creek,9/13/2022,,2N,NC,119,86
Williston Creek,9/13/2022,,3N,NC,5,101
Williston Creek,9/13/2022,,3N,NC,5,100
Williston Creek,9/13/2022,,3N,NC,5,100
Williston Creek,9/13/2022,,3N,NC,5,111
Williston Creek,9/13/2022,,3N,NC,5,95
Williston Creek,9/13/2022,,3N,NC,5,79
Williston Creek,9/13/2022,,3N,NC,5,101
Williston Creek,9/13/2022,,3N,NC,5,109
Williston Creek,9/13/2022,,3N,NC,5,84
Williston Creek,9/13/2022,,3N,NC,5,88
Williston Creek,9/13/2022,,3N,NC,5,80
Williston Creek,9/13/2022,,3N,NC,5,87
Williston Creek,9/13/2022,,3N,NC,5,67
Williston Creek,9/13/2022,,3N,NC,5,119
Williston Creek,9/13/2022,,3N,NC,5,84
Williston Creek,9/13/2022,,3N,NC,5,85
Williston Creek,9/13/2022,,3N,NC,5,77
Williston Creek,9/13/2022,,3N,NC,5,82
Williston Creek,9/13/2022,,3N,NC,5,92
Williston Creek,9/13/2022,,3N,NC,5,99
Williston Creek,9/13/2022,,3N,NC,39,82
Williston Creek,9/13/2022,,3N,NC,39,84
Williston Creek,9/13/2022,,3N,NC,39,97
Williston Creek,9/13/2022,,3N,NC,39,91
Williston Creek,9/13/2022,,3N,NC,39,110
Williston Creek,9/13/2022,,3N,NC,39,83
Williston Creek,9/13/2022,,3N,NC,39,90
Williston Creek,9/13/2022,,3N,NC,39,92
Williston Creek,9/13/2022,,3N,NC,39,89
Williston Creek,9/13/2022,,3N,NC,39,101
Williston Creek,9/13/2022,,3N,NC,39,109
Williston Creek,9/13/2022,,3N,NC,39,88
Williston Creek,9/13/2022,,3N,NC,39,84
Williston Creek,9/13/2022,,3N,NC,39,72
Williston Creek,9/13/2022,,3N,NC,39,90
Williston Creek,9/13/2022,,3N,NC,39,84
Williston Creek,9/13/2022,,3N,NC,39,100
Williston Creek,9/13/2022,,3N,NC,39,89
Williston Creek,9/13/2022,,3N,NC,39,84
Williston Creek,9/13/2022,,3N,NC,39,71
Williston Creek,9/13/2022,,3N,NC,40,86
Williston Creek,9/13/2022,,3N,NC,40,90
Williston Creek,9/13/2022,,3N,NC,40,93
Williston Creek,9/13/2022,,3N,NC,40,107
Williston Creek,9/13/2022,,3N,NC,40,88
Williston Creek,9/13/2022,,3N,NC,40,94
Williston Creek,9/13/2022,,3N,NC,40,78
Williston Creek,9/13/2022,,3N,NC,40,86
Williston Creek,9/13/2022,,3N,NC,40,83
Williston Creek,9/13/2022,,3N,NC,40,89
Williston Creek,9/13/2022,,3N,NC,40,92
Williston Creek,9/13/2022,,3N,NC,40,102
Williston Creek,9/13/2022,,3N,NC,40,93
Williston Creek,9/13/2022,,3N,NC,40,93
Williston Creek,9/13/2022,,3N,NC,40,87
Williston Creek,9/13/2022,,3N,NC,40,103
Williston Creek,9/13/2022,,3N,NC,40,70
Williston Creek,9/13/2022,,3N,NC,40,76
Williston Creek,9/13/2022,,3N,NC,40,81
Williston Creek,9/13/2022,,3N,NC,40,82
Straits,9/15/2022,,2N,HNRY,30,60
Straits,9/15/2022,,2N,HNRY,30,60
Straits,9/15/2022,,2N,HNRY,30,64
Straits,9/15/2022,,2N,HNRY,30,46
Straits,9/15/2022,,2N,HNRY,30,62
Straits,9/15/2022,,2N,HNRY,30,61
Straits,9/15/2022,,2N,HNRY,30,66
Straits,9/15/2022,,2N,HNRY,30,38
Straits,9/15/2022,,2N,HNRY,30,59
Straits,9/15/2022,,2N,HNRY,30,64
Straits,9/15/2022,,2N,HNRY,30,55
Straits,9/15/2022,,2N,HNRY,30,57
Straits,9/15/2022,,2N,HNRY,30,61
Straits,9/15/2022,,2N,HNRY,30,56
Straits,9/15/2022,,2N,HNRY,30,55
Straits,9/15/2022,,2N,HNRY,30,38
Straits,9/15/2022,,2N,HNRY,30,62
Straits,9/15/2022,,2N,HNRY,30,58
Straits,9/15/2022,,2N,HNRY,30,54
Straits,9/15/2022,,2N,HNRY,30,46
Straits,9/15/2022,,2N,HNRY,141,58
Straits,9/15/2022,,2N,HNRY,141,68
Straits,9/15/2022,,2N,HNRY,141,56
Straits,9/15/2022,,2N,HNRY,141,54
Straits,9/15/2022,,2N,HNRY,141,64
Straits,9/15/2022,,2N,HNRY,141,72
Straits,9/15/2022,,2N,HNRY,141,57
Straits,9/15/2022,,2N,HNRY,141,54
Straits,9/15/2022,,2N,HNRY,141,71
Straits,9/15/2022,,2N,HNRY,141,65
Straits,9/15/2022,,2N,HNRY,141,55
Straits,9/15/2022,,2N,HNRY,141,55
Straits,9/15/2022,,2N,HNRY,141,59
Straits,9/15/2022,,2N,HNRY,141,57
Straits,9/15/2022,,2N,HNRY,141,55
Straits,9/15/2022,,2N,HNRY,141,53
Straits,9/15/2022,,2N,HNRY,141,62
Straits,9/15/2022,,2N,HNRY,141,60
Straits,9/15/2022,,2N,HNRY,141,64
Straits,9/15/2022,,2N,HNRY,141,56
Straits,9/15/2022,,2N,HNRY,142,62
Straits,9/15/2022,,2N,HNRY,142,68
Straits,9/15/2022,,2N,HNRY,142,52
Straits,9/15/2022,,2N,HNRY,142,55
Straits,9/15/2022,,2N,HNRY,142,51
Straits,9/15/2022,,2N,HNRY,142,58
Straits,9/15/2022,,2N,HNRY,142,53
Straits,9/15/2022,,2N,HNRY,142,70
Straits,9/15/2022,,2N,HNRY,142,44
Straits,9/15/2022,,2N,HNRY,142,60
Straits,9/15/2022,,2N,HNRY,142,46
Straits,9/15/2022,,2N,HNRY,142,55
Straits,9/15/2022,,2N,HNRY,142,59
Straits,9/15/2022,,2N,HNRY,142,65
Straits,9/15/2022,,2N,HNRY,142,67
Straits,9/15/2022,,2N,HNRY,142,53
Straits,9/15/2022,,2N,HNRY,142,51
Straits,9/15/2022,,2N,HNRY,142,51
Straits,9/15/2022,,2N,HNRY,142,49
Straits,9/15/2022,,2N,HNRY,142,52
Straits,9/15/2022,,3N,HNRY,82,81
Straits,9/15/2022,,3N,HNRY,82,82
Straits,9/15/2022,,3N,HNRY,82,87
Straits,9/15/2022,,3N,HNRY,82,81
Straits,9/15/2022,,3N,HNRY,82,80
Straits,9/15/2022,,3N,HNRY,82,72
Straits,9/15/2022,,3N,HNRY,82,90
Straits,9/15/2022,,3N,HNRY,82,70
Straits,9/15/2022,,3N,HNRY,82,71
Straits,9/15/2022,,3N,HNRY,82,100
Straits,9/15/2022,,3N,HNRY,82,64
Straits,9/15/2022,,3N,HNRY,82,85
Straits,9/15/2022,,3N,HNRY,82,80
Straits,9/15/2022,,3N,HNRY,82,63
Straits,9/15/2022,,3N,HNRY,82,65
Straits,9/15/2022,,3N,HNRY,82,66
Straits,9/15/2022,,3N,HNRY,82,82
Straits,9/15/2022,,3N,HNRY,82,95
Straits,9/15/2022,,3N,HNRY,82,63
Straits,9/15/2022,,3N,HNRY,82,60
Straits,9/15/2022,,3N,HNRY,143,93
Straits,9/15/2022,,3N,HNRY,143,80
Straits,9/15/2022,,3N,HNRY,143,94
Straits,9/15/2022,,3N,HNRY,143,89
Straits,9/15/2022,,3N,HNRY,143,113
Straits,9/15/2022,,3N,HNRY,143,91
Straits,9/15/2022,,3N,HNRY,143,89
Straits,9/15/2022,,3N,HNRY,143,83
Straits,9/15/2022,,3N,HNRY,143,73
Straits,9/15/2022,,3N,HNRY,143,78
Straits,9/15/2022,,3N,HNRY,143,80
Straits,9/15/2022,,3N,HNRY,143,73
Straits,9/15/2022,,3N,HNRY,143,71
Straits,9/15/2022,,3N,HNRY,143,70
Straits,9/15/2022,,3N,HNRY,143,70
Straits,9/15/2022,,3N,HNRY,143,66
Straits,9/15/2022,,3N,HNRY,143,65
Straits,9/15/2022,,3N,HNRY,143,73
Straits,9/15/2022,,3N,HNRY,143,64
Straits,9/15/2022,,3N,HNRY,143,59
Straits,9/15/2022,,3N,HNRY,144,85
Straits,9/15/2022,,3N,HNRY,144,93
Straits,9/15/2022,,3N,HNRY,144,76
Straits,9/15/2022,,3N,HNRY,144,78
Straits,9/15/2022,,3N,HNRY,144,81
Straits,9/15/2022,,3N,HNRY,144,75
Straits,9/15/2022,,3N,HNRY,144,72
Straits,9/15/2022,,3N,HNRY,144,60
Straits,9/15/2022,,3N,HNRY,144,104
Straits,9/15/2022,,3N,HNRY,144,81
Straits,9/15/2022,,3N,HNRY,144,78
Straits,9/15/2022,,3N,HNRY,144,78
Straits,9/15/2022,,3N,HNRY,144,90
Straits,9/15/2022,,3N,HNRY,144,73
Straits,9/15/2022,,3N,HNRY,144,83
Straits,9/15/2022,,3N,HNRY,144,100
Straits,9/15/2022,,3N,HNRY,144,79
Straits,9/15/2022,,3N,HNRY,144,54
Straits,9/15/2022,,3N,HNRY,144,98
Straits,9/15/2022,,3N,HNRY,144,125
Straits,9/15/2022,,2N,NC,83,92
Straits,9/15/2022,,2N,NC,83,75
Straits,9/15/2022,,2N,NC,83,75
Straits,9/15/2022,,2N,NC,83,79
Straits,9/15/2022,,2N,NC,83,88
Straits,9/15/2022,,2N,NC,83,74
Straits,9/15/2022,,2N,NC,83,85
Straits,9/15/2022,,2N,NC,83,88
Straits,9/15/2022,,2N,NC,83,85
Straits,9/15/2022,,2N,NC,83,69
Straits,9/15/2022,,2N,NC,83,77
Straits,9/15/2022,,2N,NC,83,75
Straits,9/15/2022,,2N,NC,83,78
Straits,9/15/2022,,2N,NC,83,77
Straits,9/15/2022,,2N,NC,83,85
Straits,9/15/2022,,2N,NC,83,80
Straits,9/15/2022,,2N,NC,83,65
Straits,9/15/2022,,2N,NC,83,72
Straits,9/15/2022,,2N,NC,83,97
Straits,9/15/2022,,2N,NC,83,77
Straits,9/15/2022,,2N,NC,145,70
Straits,9/15/2022,,2N,NC,145,70
Straits,9/15/2022,,2N,NC,145,74
Straits,9/15/2022,,2N,NC,145,83
Straits,9/15/2022,,2N,NC,145,79
Straits,9/15/2022,,2N,NC,145,85
Straits,9/15/2022,,2N,NC,145,92
Straits,9/15/2022,,2N,NC,145,77
Straits,9/15/2022,,2N,NC,145,90
Straits,9/15/2022,,2N,NC,145,84
Straits,9/15/2022,,2N,NC,145,79
Straits,9/15/2022,,2N,NC,145,87
Straits,9/15/2022,,2N,NC,145,80
Straits,9/15/2022,,2N,NC,145,78
Straits,9/15/2022,,2N,NC,145,75
Straits,9/15/2022,,2N,NC,145,85
Straits,9/15/2022,,2N,NC,145,83
Straits,9/15/2022,,2N,NC,145,85
Straits,9/15/2022,,2N,NC,145,83
Straits,9/15/2022,,2N,NC,145,78
Straits,9/15/2022,,2N,NC,146,80
Straits,9/15/2022,,2N,NC,146,84
Straits,9/15/2022,,2N,NC,146,74
Straits,9/15/2022,,2N,NC,146,75
Straits,9/15/2022,,2N,NC,146,74
Straits,9/15/2022,,2N,NC,146,75
Straits,9/15/2022,,2N,NC,146,65
Straits,9/15/2022,,2N,NC,146,79
Straits,9/15/2022,,2N,NC,146,75
Straits,9/15/2022,,2N,NC,146,59
Straits,9/15/2022,,2N,NC,146,80
Straits,9/15/2022,,2N,NC,146,75
Straits,9/15/2022,,2N,NC,146,69
Straits,9/15/2022,,2N,NC,146,85
Straits,9/15/2022,,2N,NC,146,80
Straits,9/15/2022,,2N,NC,146,92
Straits,9/15/2022,,2N,NC,146,82
Straits,9/15/2022,,2N,NC,146,83
Straits,9/15/2022,,2N,NC,146,80
Straits,9/15/2022,,2N,NC,146,81
Straits,9/15/2022,,3N,NC,147,74
Straits,9/15/2022,,3N,NC,147,72
Straits,9/15/2022,,3N,NC,147,90
Straits,9/15/2022,,3N,NC,147,87
Straits,9/15/2022,,3N,NC,147,90
Straits,9/15/2022,,3N,NC,147,80
Straits,9/15/2022,,3N,NC,147,85
Straits,9/15/2022,,3N,NC,147,78
Straits,9/15/2022,,3N,NC,147,75
Straits,9/15/2022,,3N,NC,147,77
Straits,9/15/2022,,3N,NC,147,96
Straits,9/15/2022,,3N,NC,147,78
Straits,9/15/2022,,3N,NC,147,85
Straits,9/15/2022,,3N,NC,147,96
Straits,9/15/2022,,3N,NC,147,70
Straits,9/15/2022,,3N,NC,147,90
Straits,9/15/2022,,3N,NC,147,90
Straits,9/15/2022,,3N,NC,147,106
Straits,9/15/2022,,3N,NC,147,70
Straits,9/15/2022,,3N,NC,147,82
Straits,9/15/2022,,3N,NC,148,111
Straits,9/15/2022,,3N,NC,148,77
Straits,9/15/2022,,3N,NC,148,105
Straits,9/15/2022,,3N,NC,148,93
Straits,9/15/2022,,3N,NC,148,99
Straits,9/15/2022,,3N,NC,148,85
Straits,9/15/2022,,3N,NC,148,89
Straits,9/15/2022,,3N,NC,148,95
Straits,9/15/2022,,3N,NC,148,99
Straits,9/15/2022,,3N,NC,148,71
Straits,9/15/2022,,3N,NC,148,83
Straits,9/15/2022,,3N,NC,148,85
Straits,9/15/2022,,3N,NC,148,95
Straits,9/15/2022,,3N,NC,148,85
Straits,9/15/2022,,3N,NC,148,110
Straits,9/15/2022,,3N,NC,148,88
Straits,9/15/2022,,3N,NC,148,90
Straits,9/15/2022,,3N,NC,148,62
Straits,9/15/2022,,3N,NC,148,95
Straits,9/15/2022,,3N,NC,148,88
Straits,9/15/2022,,3N,NC,149,80
Straits,9/15/2022,,3N,NC,149,79
Straits,9/15/2022,,3N,NC,149,100
Straits,9/15/2022,,3N,NC,149,104
Straits,9/15/2022,,3N,NC,149,85
Straits,9/15/2022,,3N,NC,149,126
Straits,9/15/2022,,3N,NC,149,90
Straits,9/15/2022,,3N,NC,149,80
Straits,9/15/2022,,3N,NC,149,85
Straits,9/15/2022,,3N,NC,149,81
Straits,9/15/2022,,3N,NC,149,96
Straits,9/15/2022,,3N,NC,149,119
Straits,9/15/2022,,3N,NC,149,70
Straits,9/15/2022,,3N,NC,149,88
Straits,9/15/2022,,3N,NC,149,84
Straits,9/15/2022,,3N,NC,149,79
Straits,9/15/2022,,3N,NC,149,80
Straits,9/15/2022,,3N,NC,149,111
Straits,9/15/2022,,3N,NC,149,55
Straits,9/15/2022,,3N,NC,149,81
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,41,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,46,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,2N,HNRY,91,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,42,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,49,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,3N,HNRY,92,NA
Bogue Sound,9/14/2022,,2N,NC,43,67
Bogue Sound,9/14/2022,,2N,NC,43,56
Bogue Sound,9/14/2022,,2N,NC,43,46
Bogue Sound,9/14/2022,,2N,NC,43,53
Bogue Sound,9/14/2022,,2N,NC,43,65
Bogue Sound,9/14/2022,,2N,NC,43,59
Bogue Sound,9/14/2022,,2N,NC,43,45
Bogue Sound,9/14/2022,,2N,NC,43,46
Bogue Sound,9/14/2022,,2N,NC,43,55
Bogue Sound,9/14/2022,,2N,NC,43,61
Bogue Sound,9/14/2022,,2N,NC,43,65
Bogue Sound,9/14/2022,,2N,NC,43,58
Bogue Sound,9/14/2022,,2N,NC,43,63
Bogue Sound,9/14/2022,,2N,NC,43,49
Bogue Sound,9/14/2022,,2N,NC,43,50
Bogue Sound,9/14/2022,,2N,NC,43,56
Bogue Sound,9/14/2022,,2N,NC,43,61
Bogue Sound,9/14/2022,,2N,NC,43,55
Bogue Sound,9/14/2022,,2N,NC,43,58
Bogue Sound,9/14/2022,,2N,NC,43,48
Bogue Sound,9/14/2022,,2N,NC,131,60
Bogue Sound,9/14/2022,,2N,NC,131,58
Bogue Sound,9/14/2022,,2N,NC,131,53
Bogue Sound,9/14/2022,,2N,NC,131,53
Bogue Sound,9/14/2022,,2N,NC,131,64
Bogue Sound,9/14/2022,,2N,NC,131,58
Bogue Sound,9/14/2022,,2N,NC,131,67
Bogue Sound,9/14/2022,,2N,NC,131,64
Bogue Sound,9/14/2022,,2N,NC,131,61
Bogue Sound,9/14/2022,,2N,NC,131,55
Bogue Sound,9/14/2022,,2N,NC,131,63
Bogue Sound,9/14/2022,,2N,NC,131,56
Bogue Sound,9/14/2022,,2N,NC,131,48
Bogue Sound,9/14/2022,,2N,NC,131,53
Bogue Sound,9/14/2022,,2N,NC,131,52
Bogue Sound,9/14/2022,,2N,NC,131,51
Bogue Sound,9/14/2022,,2N,NC,131,49
Bogue Sound,9/14/2022,,2N,NC,131,50
Bogue Sound,9/14/2022,,2N,NC,131,50
Bogue Sound,9/14/2022,,2N,NC,131,48
Bogue Sound,9/14/2022,,2N,NC,132,64
Bogue Sound,9/14/2022,,2N,NC,132,64
Bogue Sound,9/14/2022,,2N,NC,132,71
Bogue Sound,9/14/2022,,2N,NC,132,68
Bogue Sound,9/14/2022,,2N,NC,132,61
Bogue Sound,9/14/2022,,2N,NC,132,76
Bogue Sound,9/14/2022,,2N,NC,132,71
Bogue Sound,9/14/2022,,2N,NC,132,51
Bogue Sound,9/14/2022,,2N,NC,132,60
Bogue Sound,9/14/2022,,2N,NC,132,63
Bogue Sound,9/14/2022,,2N,NC,132,55
Bogue Sound,9/14/2022,,2N,NC,132,61
Bogue Sound,9/14/2022,,2N,NC,132,61
Bogue Sound,9/14/2022,,2N,NC,132,63
Bogue Sound,9/14/2022,,2N,NC,132,46
Bogue Sound,9/14/2022,,2N,NC,132,52
Bogue Sound,9/14/2022,,2N,NC,132,62
Bogue Sound,9/14/2022,,2N,NC,132,61
Bogue Sound,9/14/2022,,2N,NC,132,54
Bogue Sound,9/14/2022,,2N,NC,132,45
Bogue Sound,9/14/2022,,3N,NC,44,46
Bogue Sound,9/14/2022,,3N,NC,44,38
Bogue Sound,9/14/2022,,3N,NC,44,44
Bogue Sound,9/14/2022,,3N,NC,44,53
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,44,NA
Bogue Sound,9/14/2022,,3N,NC,94,49
Bogue Sound,9/14/2022,,3N,NC,94,48
Bogue Sound,9/14/2022,,3N,NC,94,61
Bogue Sound,9/14/2022,,3N,NC,94,39
Bogue Sound,9/14/2022,,3N,NC,94,49
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,94,NA
Bogue Sound,9/14/2022,,3N,NC,95,58
Bogue Sound,9/14/2022,,3N,NC,95,42
Bogue Sound,9/14/2022,,3N,NC,95,59
Bogue Sound,9/14/2022,,3N,NC,95,53
Bogue Sound,9/14/2022,,3N,NC,95,49
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Bogue Sound,9/14/2022,,3N,NC,95,NA
Nelson Bay,10/12/2022,,2N,HNRY,21,NA
Nelson Bay,10/12/2022,,2N,HNRY,21,NA
Nelson Bay,10/12/2022,,2N,HNRY,21,NA
Nelson Bay,10/12/2022,,2N,HNRY,21,NA
Nelson Bay,10/12/2022,,2N,HNRY,21,NA
Nelson Bay,10/12/2022,,2N,HNRY,21,NA
Nelson Bay,10/12/2022,,2N,HNRY,21,NA
