site,date,personnel,ploidy,line,bag,height
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,43
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,57
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,39
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,48
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,46
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,55
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,41
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,43
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,44
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,45
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,45.5
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,43
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,41.5
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,45
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,31
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,41,42
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,51
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,45
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,51
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,48
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,45
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,51
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,46
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,44
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,43
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,38
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,44
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,53
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,48
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,46
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,91,42
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,56.9
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,49.2
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,49.3
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,55.7
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,103.6
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,68.4
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,62.4
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,57.6
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,64.2
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,61.6
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,59.5
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,66.9
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,66.2
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,62.6
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,66
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,67.7
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,65.7
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,63.4
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,61.5
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,HNRY,46,59.3
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,43
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,61
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,63
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,59
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,44
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,43
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,42,39
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,57
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,74
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,65
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,48
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,70
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,46
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,59
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,45
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,92,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,45
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,46
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,55
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,37
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,46
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,45
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,39
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,42
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,40
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,HNRY,49,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,59
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,67
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,66
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,46
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,79
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,57
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,75
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,132,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,68
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,66
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,61
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,55
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,55
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,55
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,49
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,44
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,48
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,43,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,68
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,57
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,69
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,72
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,51
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,66
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,57
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,57
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,67
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",2N,NC,131,47
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,59
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,70
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,74
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,86
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,65
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,54
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,59
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,55
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,55
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,51
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,50
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,44,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,74
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,70
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,69
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,79
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,59
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,59
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,51
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,68
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,77
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,69
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,56
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,95,58
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,84
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,85
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,76
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,68
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,71
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,65
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,61
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,69
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,71
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,71
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,52
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,62
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,64
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,65
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,60
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,51
Bogue Sound,3/11/2022,"Tal, Mark, and Jacob",3N,NC,94,70
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,57
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,45
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,44
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,42
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,63
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,45
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,57
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,32
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,50
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,66
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,54
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,76
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,48
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,45
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,48
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,42
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,44
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,52
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,62
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,22,51
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,52
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,56
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,62
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,64
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,56
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,37
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,60
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,45
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,54
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,45
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,70
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,56
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,52
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,44
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,48
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,42
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,52
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,46
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,46
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,102,37
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,64
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,70
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,38
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,35
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,60
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,53
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,60
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,42
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,60
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,50
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,70
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,42
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,40
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,72
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,40
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,53
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,40
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,40
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,40
Nelson Bay,3/14/2022,Tal and Mark,3N,HNRY,108,64
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,63
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,50
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,60
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,40
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,30
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,55
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,49
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,32
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,42
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,60
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,53
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,55
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,60
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,48
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,44
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,30
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,44
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,50
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,58
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,21,54
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,65
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,52
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,52
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,50
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,52
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,50
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,42
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,47
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,40
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,53
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,52
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,37
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,46
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,44
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,40
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,40
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,57
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,44
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,52
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,27,46
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,70
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,66
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,70
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,54
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,44
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,54
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,54
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,52
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,54
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,60
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,60
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,70
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,66
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,64
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,65
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,52
Nelson Bay,3/14/2022,Tal and Mark,2N,HNRY,107,53
